1; 1; 733.99
1; 3; 721.56
1; 5; 684.60
1; 66; 745.94
1; 8; 750.34
4; 4; 717.77
2; 1; 333.22
3; 3; 234.99
2; 55; 723.86
2; 34; 934.99
2; 23; 707.60
2; 7; 834.99
4; 77; 999.99
4; 55; 700.66
